"X","Reviews"
791,"Man, Aquaman and Shazam both look great and true to the comics, really looking forward to those, and new Fantastic Beasts trailer just gets me pumped for November"
792,"have watched the fantastic beasts 2 trailer about 300 times"
793,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
794,"I have Young Justice or DC Universe for Supergirl, Supernatural, or Fantastic Beasts   "
795,"Had to ruin it, didn’t you? 
<U+0001F926><U+0001F3FB><U+200D>><U+FE0F><U+0001F926><U+0001F3FB><U+200D>><U+FE0F><U+0001F926><U+0001F3FB><U+200D>><U+FE0F> "
796,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
797,"Liked on YouTube: Godzilla &amp; Fantastic Beasts 2 Trailer Reactions! (SDCC 2018 Panels) "
798,"FANTASTIC BEASTS 2 Official Trailer  (2018) Crimes Of Grindelwald Movi... "
799,"Dumbledore sees Grindelwald in the Mirror of Erised. Does this mean Fantastic Beasts is addressing their romance after all?
 "
800," Godzilla &gt; Shazam &gt; Aquaman. Haven’t seen Fantastic Beasts 2 yet (didn’t like the first one). I feel CGI needs to be on point for Aquaman and there was a lot of clunky CGI in that trailer. Godzilla was terrific!"
801," That man is sheer magic. So can't wait to see Fantastic Beasts The Crimes of Grindelwald ¦"
802,"Watch 'Fantastic Beasts: The Crimes of Grindelwald' Full Comic-Con Trailer  "
803,"(WATCH)  trailer for , starring Eddie Redmayne, Jude Law and Johnny Depp  "
804,"ICYMI: (polite chuckle) Oh, no, thank you. "
805,"The Crimes of Grindelwald Come to Light in a New Fantastic Beasts 2 Trailer "
806,"‘Fantastic Beasts’ Cast Calls To Impeach Trump At Comic-Con "
807,"HuffPost: Zoe Kravitz Calls To Impeach Trump At 'Fantastic Beasts' Comic-Con Panel.

Oh what a shock.

via "
808,"TheWrap: Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character.


via "
809,"okay but why does the fantastic beasts trailer have dumbledore teaching riddikulus when he was a transfiguration professor???? you could almost argue they did it as part of transfiguration but they're in the wrong classroom, so...."
810,"im gonna miss so much content because of this fucking 9hr flight, people keep me updated on fantastic beasts and riverdale pls!"
811,"I haven't seen the first Fantastic Beasts but the second one looks pretty cool"
812,"Arriving in theaters Nov. 16. 
"
813,"FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD COMIC CON TRAILER REACTION:  via "
814,"I still haven't watched Fantastic Beasts because I can't get over the fact they made an entire franchise out of a book less than 100 pages long which was created to raise money for Comic Relief."
815,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
816,"Seven Urgent Question I Have Concerning “Fantastic Beasts: The Crimes of Grindelwald” "
817," Just can’t get into fantastic beasts.. just don’t get it <U+0001F615>"
818,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
819,"fantastic beasts is going to be soo good i honestly can’t wait<U+0001F629><U+0001F629>"
820,"We’re very excited about this <U+0001F9D9><U+0001F3FC><U+200D>><U+FE0F><U+0001F989><U+0001F52E>

We love all things magical especially Harry Potter and Fantastic Beasts.  

Don’t forget we have our magical wizarding studio available all year round and... "
821,"Retweeted Fantastic Beasts ():

The fate of one. The future of all. : The Crimes of Grindelwald arrives in theaters November 16.   "
822,"There's a new trailer for Fantastic Beasts! <U+0001F62F>"
823,"But  is in Switzerland, right? Never mind, seems to be yet another fascinating Version of ...  this bloke can play everything, it seems.
FANTASTIC BEASTS 2 Trailer 2 (2018)  via "
824,"I was really prepared to tell every last bit of the new Fantastic Beasts movie to go to hell, however, apparently JK Rowling also wrote this screenplay...so Ill allow it."
825,"awwweee dang I really need to watch the first movie of fantastic beasts <U+0001F616>"
826,"Fantastic Beasts 2
-&gt; Elder Wand
-&gt; Nicholas Flammel
-&gt; Mirror of Erised"
827," Waiting too long for Fantastic beasts to come  :( why not now"
828,"Just seen the trailer for Fantastic Beasts: The Crimes of Grindelwald and I am so so excited to see it in November!!!!!"
829,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald "
830,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer WATCH at: "
831,"New 'Fantastic Beasts' Trailer Attempts To Recapture The Magic "
832,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
833,"Until then, I'm SUPER psyched for Fantastic Beasts!!!!!!!!!"
834,"Zoe Kravitz Calls To Impeach Trump At 'Fantastic Beasts' Comic-Con Panel  "
835,"I know it’s probably unlikely but I’d love to see  have a Harry Potter related show hosted by  and . So many juicy Potter nuggets in that Fantastic Beasts trailer!"
836,"_Rocka Totally. While not the spectacle that Fantastic Beasts 2 or Aquaman were today, Shazam totally won the hearts of my household. My girls have a very cursory knowledge of him but this trailer rocketed this movie to a top spot on their most anticipated list."
837,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
838,"Delivers fascist speech in character ... "
839,"DEPP FREAKOUT AT COMIC-CON... "
840,"Fantastic Beasts 2: Johnny Depp Surprises SDCC Panel as Grindelwald  "
841,"jk rowling really ruined fantastic beasts huh"
842,"Eddie Redmayne, Ezra Miller and old mxdwn friend Alison Sudol at The Fantastic Beasts portion of the Warner Bros panel. Does anyone know what Ezra Miller's costume is?  … "
843,"Saya suka video   Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
844,"Johnny Depp Surprises Comic-Con in Full 'Fantastic Beasts' Character "
845,"""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
846,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
847,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
848,"Aquaman
Godzilla
Glass
Fantastic Beasts...

big day for blockbuster cinema"
849,"Alright I would be lying if I said that the new Fantastic Beasts trailer didn't finally hype me up for the movie."
850,". Fantastic Beasts New Trailer Revealed at SDCC "
851,"_7 You watching fantastic beasts after all the films?"
852,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
853,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald | official Comi-Con trailer (2018)"
854,"I cannot care less about the Fantastic Beasts series for obvious reasons but Zoe looks fantastic as Leta Lestrange. Hopefully, someone puts up a Leta-only supercut so I don't have to sit through the nonsense. Final word: Ew forever at Depp as Grindelwald. Horrific."
855,"What's new at the amazing blog ""Jason's Movie Reviews:"" Fantastic Beasts: The Crimes of Grindelwald Official Comic-Con Trailer  "
856," Omg do you recommend Fantastic Beasts? I’ve been wanting to get into but I’ve been skeptical. I JUST recently got into Harry Potter. And all I can say is that I’m glad I’m not in Gryffindor."
857," I gave in and watched the new Fantastic Beasts trailer and it made me SO upset that he's in it."
858,"YALL FANTASTIC BEASTS HAS BLESSED US SO MUCH WITH YOUNG NEWT LOOK HOW CUTE HE IS AKXJSNNSNX "
859,"I liked a  video  FANTASTIC BEASTS 2 The Crimes of Grindelwald Trailer (2018)"
860,"ASSISTAM!!!! <U+0001F495> 

Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
861,"i know! i just know! that my man callum looked so damn fine at the fantastic beasts panel "
862," Is Ezra Miller in the new fantastic beasts movie???"
863,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
864,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
865,"So, out of all the trailer I've seen from Warner Bros. today from , here's my rankings:

1. Fantastic Beasts: The Crimes of Grindlewald
2. Shazam!
3. Godzilla: King of the Monsters
4. Aquaman"
866,"Crimes of Grindlewald's trailer is what is currently selling me on the movie for being one part Hogwarts, two parts Fantastic Beasts, and a little bit of Depp (which a little is a big deal for me because less Depp IMO is better overall)."
867,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
868,"Fantastic Beasts: The Crimes of Grindelwald Comic Con Panel | SDCC 2018  via "
869,"_ HAVE YOU EVER SEEN THAT MUCH MAGIC USE IN HP? NO. FANTASTIC BEASTS IS SUPERIOR BY FARRRR"
870,"All the updates, trailers, and commentary for Fantastic Beasts: The Crimes of Grindelwald  "
871,"Johnny Depp Makes A Surprise Comic-Con Appearance As The Trailer For Fantastic Beasts: The Crimes of Grindelwald Debuts! Watch HERE!  "
872,"SDCC2018: ‘Fantastic Beasts 2’ Brings Magical Trailer and Johnny Depp to Comic-Con (VIDEO)  "
873,"SDCC2018: ‘Fantastic Beasts 2’ Brings Magical Trailer and Johnny Depp to Comic-Con (VIDEO)  "
874,"omf tbere’s a new trailer for fantastic beasts im gonnnabxbsbd"
875,"I honestly completely forgot that Cursed Child was even a thing, much less all this Fantastic Beasts nonsense. And all the while, nobody seems to realize that these characters were one of the least interesting things about the stories. It’s a fantastic world, yet here we are."
876,"Unable to avoid sponsored posts by bearded guys with glasses all the posts are like “immeasurable pleasurable to have Johnny Depp fuck my wife before the fantastic beasts trailer at comic con...mm funky pop...”"
877,"so ppl are mad today because the fantastic beasts cast was asked what they would use their magic for and Ezra Miller said he’d “destroy the patriarchy.” 

um being mad abt this is childish lmao y’all ugly "
878,"Update: I’m taking home two Fantastic Beasts and Where to Find them posters, a bookmark, and a draw string bag. Ask me how happy my little heart is <U+0001F497>"
879,"FANTASTIC BEASTS TOO WTF"
880,"V v excited about the Fantastic Beasts sequel."
881,"So excited for fantastic beasts 2 <U+0001F3AC><U+0001F49B>"
882,"Everyone is going mad over the Fantastic Beasts trailer and like... uuuuuhhhh Godzilla?"
883,"Saya suka video   Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
884,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
885,"DID ANY ONE SEE THE NEW FANTASTIC BEASTS TRAILER! I'M FREAKING OUT AND I DON'T WANT TO DO IT ALONE"
886,"Always been a Harry Potter fan, never been interested enough to see Fantastic Beasts"
887," We literally just watched all these too. (Although swap out Glass which we watched yesterday for Fantastic Beasts.) <U+0001F602>"
888,"I am so god damn hyped for ‘Fantastic Beasts’ as well as ‘Glass’ !!"
889,"Naruto fight yesterday and now Traikers for Godzilla, Glass, Shazam, Aquaman, and now Fantastic beasts today <U+0001F62D><U+0001F62D><U+0001F927> the community Is in a blaze. Geeks everywhere rejoicing"
890,"i’m looking forward to the Fantastic Beasts sequels, i’m just unhappy that Grindelwald is being played by Depp... how did he go from being played by Jamie Campbell Bower to someone resembling a corpse <U+0001F480>"
891,"Fantastic Beasts: The Crimes of Grindelwald Trailer REACTION &amp; BREAKDOWN:  via "
892,"My SDCC trailer opinions-

aquaman: looks bad 3/10

shazam: looks kinda cute 6/10

godzilla king of monsters: very sexy and powerful, but godzilla is a woman 9/10

fantastic beasts 2: looks pretty but loses points for johnny depp 1.5/10"
893,"FANTASTIC BEASTS, VENOM, SHAZAM, AQUAMAN!!!!!! SO LITTTT"
894,"Also, watched some of the SDCC stuff: Godzilla and Shazam look fun and Aquaman looks all over the place. And there was a Fantastic Beasts 2 trailer <U+0001F937><U+0001F3FC><U+200D>+<U+FE0F>."
895,"""The latest Fantastic Beasts: Crimes of Grindelwald trailer shows off more beasts, crime, and Grindelwald""   "
896,"aquaman, shazam &amp; fantastic beasts trailers all just dropped, life really does come at you fast <U+0001F630>"
897,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
898,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via   i can die in peace now"
899," _O_Brian  _anderson  _  _Morris_   

Shazam Trailer out
Aqua man Trailer out
Glass Trailer out
Fantastic beasts Trailer 2

I bet  Was lit <U+0001F603>"
900,"Are you a  fan? Check out this fantastic trailer of ?   _rowling   

"
901,"ALL GAME THINGS Comic-Con 2018 Trailer: Fantastic Beasts: Crimes Of Grindelwald Introduces… "
902," Fantastic beasts"
903," Trailer was decent, like.. I'm much more excited for the new Fantastic Beasts film, though. The trailer is incredible. ^^"
904,"Fantastic Beasts and Where to Find Them Charm Bracelet USD 48.92
 "
905,"  Fantastic beasts and where to find them?"
906,"Fantastic Beasts 2 looks like it will be good. Shazam looks like it might be. Aquaman looks like it could be the new Green Lantern."
907,"Cant wait to see the new Fantastic Beasts film."
908,"not to sound like a fuckin nerd but I’m so excited for fantastic beasts I can’t even pretend I don’t care I can’t wait to get swept away into an imaginary world all over again!!"
909,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
910,"A new  trailer just debuted at ! Watch it here:
 "
911,"Kind of sad Vic won't be old enough to go see the new fantastic beasts (or will he?), that may be the last time a Harry Potter film is in theatres 

Of course, people probably said the same about deathly hallows being the last, so..."
912,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
913,"i hate watched that fantastic beasts trailer lmao but nicholas flamel???? holy shittt"
914,"New 'FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD' Trailer Released Online
 "
915,"New video by ScreenJunkies News: Godzilla &amp; Fantastic Beasts 2 Trailer Reactions! (SDCC 2018 Panels) "
916,"New video by ColliderVideos: Fantastic Beasts 2 Trailer Review - SDCC 2018 "
917,"On top of everything else, I'd like to point out that Johnny Depp in FANTASTIC BEASTS 2 looks like a bro who got kicked out of Limp Bizkit for trying too hard"
918,"Wow the new Fantastic Beasts looks really good too bad it has Johnny Depp in it."
919,"The new ': The Crimes of Grindelwald' trailer is here and it's time to get hype  &gt; SHARE "
920,"me: I wanna see someone die in fantastic beasts 
sky, without skipping a beat: Johnny Depp"
921," Fantastic beasts 2!!!"
922,"Argh, so many possible theories from the new : The Crimes of Grindelwald trailer, I'm liking this idea though.
"
923,"That new fantastic beasts trailer is great except for Johnny Depp who should have never been cast in such a role."
924,"Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character "
925,"Will : The Crimes of Grindelwald give us the answer? "
926,"Fantastic Beasts Countdown: 1<U+20E3>1<U+20E3>6<U+20E3> days until Fantastic Beasts: The Crimes of Grindelwald hits cinemas!           "
927,"I’ve saw trailers today for the new Aquaman, Shazam, and Fantastic Beasts.   You gotta love when ComiCon rolls around!!"
928,"the only thing that matters to me about the fantastic beasts promo: EZRA MILLER !"
929,"""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via  “They had to ruin it” said at least one audience member"
930,":O and again  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M...  via "
931,"Fantastic Beasts 2 Trailer Reaction!!! "
932,"ok im gonna watch fantastic beasts 2 first then aquaman"
933,"New trailer for Fantastic Beasts is WOW, so if y’all didn’t know Dumbledoor is gay, and when he looked into the mirror of Erised he saw Grindlewald omfg we really do stan a gay legend x"
934,"""Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"" 

"
935," So many questions! <U+0001F602> hopefully the inclusion of some fantastic looking beasts and Nicholas Flamel will allow me to forgive all the Dumbledore flaws (it’s like Harry not having his mothers eyes all over again <U+0001F602>)"
936,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer "
937,"FANTASTIC BEASTS 2 Trailer 2 (2018)  via "
938,"i dont wanna see shit about fantastic beasts on my tl. not with j*hnny d*pp on it no sir"
939,"Fantastic Beasts - Shazam - Aquaman: Trailers Parade. "
940,"WE HAVE FANTASTIC BEASTS 2 AND AQUAMAN THIS YEAR WE ARE B L E S S E D"
941,"Jack Dylan Grazer in Shazam! is the equivalent of Johnny Depp in Fantastic Beasts.
He's like 14 and already trash."
942,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
943,"Magic returns. November  : The Crimes of Grindelwald "
944,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips Trailers  "
945,"FANTASTIC BEASTS 2 Trailer 2 (2018)  "
946,"Nicholas Flamel is in Fantastic Beasts huhu and he is cute HAHAHAHA cant wait huhu"
947,"<U+0001F4F7> I had been on the fence on seeing Fantastic Beasts: The Crimes of Grindlewald. Well. Not anymore. I’m... "
948,"So apparently there's a tiny hint to Dumbledore being in love with Grindlewald in the new Fantastic Beasts trailer? Good, I'm glad, but I really REALLY wish Grindlewald wasn't played by that human turd."
949,"Ich mag das -Video:  FANTASTIC BEASTS 2: The Crimes of Grindelwald Trailer 2 (2018)"
950,"That new Fantastic Beasts trailer <U+0001F440>

This’ll be great. Combining the efforts of Jude Law, Johnny Depp and Eddie Redmayne in this wonderful Rowling universe."
951,"FANTASTIC BEASTS 2 ..... WHOW WHOW WHOW WHOW WHOW WHOW WHOW WHO...."
952,"Why can't we have Colin Farrell back in Fantastic Beasts? Looked way better. Felt way better as well."
953,"BUT WAIT THE FANTASTIC BEASTS TRAILER OH BITCH"
954,"Does Fantastic Beasts have the worst ending to a film ever? Trading out Colin Farrell for Johnny Depp should be an actual crime"
955,"The blue-eyed cat beasts in the new Fantastic Beasts trailer are so cool, I can already tell I'm gonna be obsessed with them <U+0001F60D><U+0001F60D><U+0001F60D>
"
956,"What’s one of your favorite magical worlds?
...
OH MMMM GEEE, did you see the new trailer for Fantastic Beasts 2?!?! It looks ABSOLUTELY EPIC! I cannot wait to watch it!!
...
Stunning pouch from the June !! August boxes are almost sold o…  "
957,"THAT ELDER WAND IN THE NEW FANTASTIC BEASTS TRAILER BROUGHT A TEAR TO MY EYE."
958,"the new fantastic beasts trailer had me CRYING EDDIE IS SO BEAUTIFUL MY HEART"
959,"i can’t wait to see fantastic beasts two"
960,"the new fantastic beasts trailer has me emotional I’m so ready to cry over newt scamander"
961,"5 of 5 stars to Fantastic Beasts and Where to Find Them by J.K. Rowling "
962,"After seeing the new Fantastic Beasts trailer I still have no idea what the plot is going to be. But still open to the Dumbledore canon change if it actually serves the plot and predict Grindlewald will be barely in it."
963,"So Shiro is confirmed as queer in  and the  game is strong in Fantastic Beasts too. Just need canon  and I'll be set"
964,"The fantastic beasts trailer has me shook<U+0001F60D>"
965,"All the trailers coming out of comic con today look so fantastic I can’t wait! Godzilla, fantastic beasts and even aqua man! High hopes"
966,"i've lost all of my interest in fantastic beasts. i may watch it online once it comes out but pay for it at the cinema? no fucking way."
967,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer -"
968,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
969,"I was never a huge HP fan but I saw all of them BUT I love Fantastic Beasts <U+0001F62D>"
970,"_rowling how about Harry Potter and the return of the fantastic beasts"
971,"A new trailer came out for Fantastic Beasts 2 and  sounds like a kid on Christmas <U+0001F62D><U+0001F602>"
972,"SDCC Saturday trailer rankings:

Godzilla King Of The Monsters
Aquaman
Shazam
Fantastic Beasts

Have I missed any?"
973,"New Fantastic Beasts: The Crimes of Grindelwald Trailer Is Just Magical Fantastic Beasts: The Crimes of Grindelwald looks, well, fantastic! A new trailer for the sequel to the 2016 film Fantastic Beasts and Where to Find Them, a prequel to the Harry Pott… "
974,"Johnny Depp and Ex Amber Heard Almost Ran into Each Other at Comic-Con Johnny Depp drew both cheers and boos at Warner Bros. Pictures' 2018 Comic-Con presentation of Fantastic Beasts: The Crimes of Grindelwald on Saturday, an hour and a half before his e… "
975,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | M...  via "
976," Other than your birthday, the movie I've been impatiently waiting for, Fantastic Beasts: The Crimes of Grindlewood <U+0001F499><U+0001F499><U+0001F499><U+0001F499><U+0001F499><U+0001F499>"
977,"Setting aside the many controversies around Fantastic Beasts, Jude Law is SUCH great casting for young Dumbledore "
978,"Here for Godzilla, Fantastic Beasts 2, and Shazam. I know I’ll watch Aquaman regardless of what anyone else thinks.

Titans, um, well... I’m glad Teen Titans GO to the Movies comes out soon. <U+0001F44D><U+0001F3FB>"
979,"I want to be excited about Fantastic Beasts but I hate Johnny Depp's existence so much I can't. Stop giving violent, awful men high-profile work...2019 I guess?"
980,"I can't believe they're making another Fantastic Beasts film. I like Harry Potter but the franchise's prolonged intensity is strange"
981,"I’m so excited for Crimes of Grindelwald!! We got a 5 minute trailer with so much to dissect! FANTASTIC BEASTS 2 (2018)  via "
982,"FANTASTIC BEASTS 2"
983,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
984," cast would cast “Impecheous Maximus"" in a heartbeat.   via "
985,"anyway dont watch fantastic beasts pls dont indulge jk rowlings shitty twee centrism anymore we all had our fun when we read hp and now we should just all fuck off and do something better"
986,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips Trailers  "
987,"FANTASTIC BEASTS 2 Trailer  2 (NEW 2018) The Crimes of Grindelwald, Har...  via "
988,"Of WB's 4 big trailers today, only one got me really excited (Godzilla), none unconditionally so, and I'm not convinced any of them will be hits (maybe Fantastic Beasts, but Shazam is gonna flop hard and Aquaman will too, in all likelihood). WB is in a very weird place."
989,"Fantastic Beasts 2 trailer has a lot of very cool visuals and I want to be excited but goddamn Johnny Depp is just this giant flickering red flag I can’t get past. I can’t believe, after everything, they actually went through with him. Tone deafness of Olympic proportions."
990,"I'm so excited for Fantastic Beasts after the new trailer!"
991,"I'm so sad Johnny Depp is in the Fantastic Beasts movies. He's ruining the franchise for me, I can't get excited about it or the trailers or anything"
992,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018) | Movieclips"
993,"So... who's gonna see the new fantastic beasts with me in November? <U+0001F937><U+200D>+<U+FE0F>"
994,"Just saw the SDCC trailerS for Shazam and Aquaman, Godzilla: King’s of the Monsters, The LEGO Movie 2: The Second Part, and Fantastic Beasts: The Crimes of Grindelwald! Man, there is so much happening in 2018 and 2019! Super excited for them all!   "
995,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
996,"its fantastic beasts but stiLLLL THEYRE IN HOGWARTSS"
997,"FANTASTIC BEASTS TRAILER WAS INCREDIBLE, OH MY GOD. I HAVE CHILLS"
998,"I like that eleven is here but tbh this movie looks meh... laptop movie at best same as Fantastic beasts. "
999,"Glass &gt; Glass &gt; Glass &gt; Fantastic Beasts 2 &gt; Aquaman &gt; Godzilla &gt; Shazam"
1000,"My heart fluttered when I saw Zoe Kravitz in the new Fantastic Beasts: Crimes of Grindelwald, I'm so ready for this queen to take the full limelight"
1001,"fantastic beasts and where to fuck them"
1002,"Is it bad of me to hope I have this baby a little early so I can actually see this movie in theaters. Unlike the first Fantastic Beasts where I was stuck on bed rest? "
1003,"TOO MANY THINGS ARE HAPPENING IN THE FANTASTIC BEASTS TRAILER IDEK WHERE TO START"
1004,"More politicized JK Rowling - Disgusting
""Fantastic Beasts"" panel gets political at Comic-Con: 'Impeach Trump!'  via "
1005,"Trailer review from  

Aquaman: meh
Shazam: very fun! 
Godzilla: I'm in!
Fantastic Beasts: NICOLAS FLAMEL!"
1006,"""Fantastic Beasts: The Crimes of Grindelwald"" has to be one of the worst movie titles ever."
1007,"johnny d*pp looks so bad in his fantastic beasts costume."
1008,"Fantastic Beasts panel gets political at Comic-Con: 'Impeach Trump!' "
1009,"Fantastic Beasts: The Crimes Of Grindelwald: New trailer is released "
1010,"i just watched the new fantastic beasts trailer and I'M SO EXCITED!!!"
1011," gets new trailer, releases November 16
 "
1012,"I’m so excited for Fantastic Beasts: The Crimes of Grindelwald <U+0001F62C><U+0001F62C><U+0001F62C>"
1013,"'Fantastic Beasts 2' Brings Magical Trailer and Johnny Depp to Comic-Con - The Hollywood Reporter "
1014,"I liked a  video  FANTASTIC BEASTS 2 Trailer 2 (2018)"
1015,"okay new fantastic beasts trailer had me shooketh (even tho i’m still so mad that jd is in in like why?????)"
1016,"Trailers today ranked:
1) Shazam 
2) Godzilla 
3) Young Justice
4) Aquaman (only because of Black Manya)
5) Fantastic Beasts"
1017,"Yo luego de ver el trailer de ""fantastic beasts: the crimes of grindelwald"""
1018," _Snape_ ""Harry Potter and The cursed child"", ""Fantastic beasts""...etc. These are  the ones that I remember at the moment."
1019,"That Fantastic Beasts trailer: "
1020,"  it was ten years ago and he apologized… meanwhile johnny depp is in fantastic beasts 2"
1021,"""Fantastic Beasts: The Crimes of Grindelwald November 2018"" AAAAAAAAAAAA <U+2764><U+2764><U+2764>"
1022,"Hightech: All the updates, trailers, and commentary for Fantastic &gt;&gt;   "
1023,"Also: fuck Fantastic Beasts, Johnny Depp and JK Rowling. Fuck that entire movie franchise."
1024," Shazam looks GREAT! Aquaman, Fantastic Beasts :-)"
1025,"I just pressed ""skip"" on an ad for the new Harry Potter Fantastic Beasts movie and I just don't know who I am right now"
1026,"There's a new Fantastic Beasts movie I'm so excited !!!<U+0001F629><U+0001F483><U+0001F3FF><U+0001F483><U+0001F3FF><U+0001F483><U+0001F3FF>"
1027,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
1028,"Super excited about FANTASTIC BEASTS 2 taking the Wizarding World in an exciting new direction story-wise—Dumbledore and one of his Hogwarts students work to stop a racist dark wizard from taking power."
1029,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer"
1030,"That new Fantastic beasts trailer OH MY GOD "
1031,"I liked a  video  Fantastic Beasts: The Crimes of Grindelwald Trailer - Comic Con 2018"
1032,"Fantastic beasts: The crime of grindelwald? <U+0001F631><U+0001F60D>"
1033,"Zoe Kravitz Calls To Impeach Trump At 'Fantastic Beasts' Comic-Con Panel "
1034,"Johnny Depp Surprises Comic-Con as His Dark Fantastic Beasts Character: 'The Moment Has Come'  "
1035,"Nicolas Flamel Explained: Who Is the Harry Potter and Fantastic Beasts Character?  "
1036,"new fantastic beasts looks beautiful and magnificent and dark and amazing and everything I wanted from this movie + more"
1037,"my mind has literally exploded after watching the new fantastic beasts trailer… holy fuck"
1038,"Fantastic Beasts: The Crimes of Grindelwald Trailer Shows a Dark, Dangerous World "
1039,"As a Harry Potter fan I am super happy that I don't give a shit about the FANTASTIC BEASTS movies so it takes zero effort to avoid them."
1040,"Johnny Depp Surprises Comic-Con in Full ‘Fantastic Beasts’ Character -  "
1041,"i just filmed a Fantastic Beasts 2 comic con trailer reaction/review. is it time for me to start a youtube channel?"
1042,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
1043,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
1044,"I need to watch the new fantastic beasts trailer omg"
1045,"‘Fantastic Beasts: The Crimes Of Grindelwald’ Trailer Returns To Hogwarts; Johnny Depp Casts A Spell On Audience – Comic-Con  via "
1046,"O TRAILER DE FANTASTIC BEASTS EU TO EM COMA"
1047,"like guys they showed stuff for fantastic beasts and they gave us bracelets that lit up and eddie/newt comes on the screen and says “lumos” AND ALL OF OUR BRACELETS LIGHT UP AT THE SAME TIME AND IT WAS SO MAGICAL I ACTUALLY CRIED"
1048,"I do not have enough energy to fangirl as it should be about Glass, Fantastic Beasts, and Hush Hush Movie. DO YOU WANT TO KILL ME?"
1049,"Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018)   via    "
1050,"  Fantastic beasts was eh. It missed an opportunity to be great. Won't be watching 2nd one"
1051,"Obsessed with the new fantastic beasts trailer <U+0001F60D>"
1052,"BOYCOTT FANTASTIC BEASTS!

 "
1053,"[Zicutake] ‘Fantastic Beasts: The Crimes of Grindelwald’ Is Going to Some Very Dark Places "
1054,"[Zicutake] ‘Fantastic Beasts: The Crimes of Grindelwald’ — Meet the New Characters "
1055,"[Zicutake] Jude Law, Eddie Redmayne, and Johnny Depp attend Fantastic Beasts:The Crimes Of… "
1056,"Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
1057,"&amp; then there is  too
Fantastic Beasts: The Crimes of Grindelwald - Official Comic-Con Trailer  via "
